survived,pclass,sex,age,sibsp,parch,fare,embarked,sex_LE,embarked_LE
-0.7892723355548015,0.8273772438659699,male,-0.5834320775681558,0.8102200324595066,0.0,-0.8205524467753036,S,1,2
1.266989801811655,-1.5661069258891576,female,0.742685221190076,0.8102200324595066,0.0,2.0316232164746784,C,0,0
1.266989801811655,0.8273772438659699,female,-0.2519027528785979,-0.6025119615158758,0.0,-0.7875775669667633,S,0,2
1.266989801811655,-1.5661069258891576,female,0.4940382276729075,0.8102200324595066,0.0,1.4192967965159125,S,0,2
-0.7892723355548015,0.8273772438659699,male,0.4940382276729075,-0.6025119615158758,0.0,-0.7814711077429595,S,1,2
-0.7892723355548015,0.8273772438659699,male,-0.08613809053381893,-0.6025119615158758,0.0,-0.761524969334327,Q,1,1
-0.7892723355548015,-1.5661069258891576,male,2.0688025199483078,-0.6025119615158758,0.0,1.358842850200255,S,1,2
-0.7892723355548015,0.8273772438659699,male,-2.199637535429751,2.9293180234225806,0.0,-0.14517805662260871,S,1,2
1.266989801811655,0.8273772438659699,female,-0.16902042170620843,-0.6025119615158758,0.0,-0.6308467419449267,S,0,2
1.266989801811655,-0.3693648410115938,female,-1.2464907269472718,0.8102200324595066,0.0,0.2942818304613415,C,0,0
1.266989801811655,0.8273772438659699,female,-2.075314038671167,0.8102200324595066,0.0,-0.35890412945574,S,0,2
1.266989801811655,-1.5661069258891576,female,2.1102436855345026,-0.6025119615158758,0.0,0.12228485737999564,S,0,2
-0.7892723355548015,0.8273772438659699,male,-0.7491967399129349,-0.6025119615158758,0.0,-0.7814711077429595,S,1,2
-0.7892723355548015,0.8273772438659699,male,0.8255675523624655,0.8102200324595066,0.0,0.35310901603977735,S,1,2
-0.7892723355548015,0.8273772438659699,female,-1.2464907269472718,-0.6025119615158758,0.0,-0.7910362654711258,S,0,2
1.266989801811655,-0.3693648410115938,female,2.1102436855345026,-0.6025119615158758,0.0,-0.393100301109041,S,0,2
-0.7892723355548015,0.8273772438659699,male,-2.199637535429751,2.9293180234225806,0.0,0.24807791739035287,Q,1,1
1.266989801811655,-0.3693648410115938,male,-0.08613809053381893,-0.6025119615158758,0.0,-0.539655322480331,S,1,2
-0.7892723355548015,0.8273772438659699,female,0.16250890298334955,0.8102200324595066,0.0,-0.29539695352818096,S,0,2
1.266989801811655,0.8273772438659699,female,-0.08613809053381893,-0.6025119615158758,0.0,-0.8217737386200644,C,0,0
-0.7892723355548015,-0.3693648410115938,male,0.4940382276729075,-0.6025119615158758,0.0,0.0954164367952591,S,1,2
1.266989801811655,-0.3693648410115938,male,0.41115589650051804,-0.6025119615158758,0.0,-0.539655322480331,S,1,2
1.266989801811655,0.8273772438659699,female,-1.1636083957748824,-0.6025119615158758,0.0,-0.7824872225578006,Q,0,1
1.266989801811655,-1.5661069258891576,male,-0.08613809053381893,-0.6025119615158758,0.0,0.5595073378043441,S,1,2
-0.7892723355548015,0.8273772438659699,female,-1.7437847139816087,2.9293180234225806,0.0,-0.14517805662260871,S,0,2
1.266989801811655,0.8273772438659699,female,0.742685221190076,0.8102200324595066,0.0,0.35860482934120075,S,0,2
-0.7892723355548015,0.8273772438659699,male,-0.08613809053381893,-0.6025119615158758,0.0,-0.8217737386200644,C,1,0
-0.7892723355548015,-1.5661069258891576,male,-0.8320790710853244,2.9293180234225806,0.0,2.0316232164746784,S,1,2
1.266989801811655,0.8273772438659699,female,-0.08613809053381893,-0.6025119615158758,0.0,-0.789814973626365,Q,0,1
-0.7892723355548015,0.8273772438659699,male,-0.08613809053381893,-0.6025119615158758,0.0,-0.7890040358414437,S,1,2
-0.7892723355548015,-1.5661069258891576,male,0.908449883534855,-0.6025119615158758,0.0,0.1794803970538311,C,1,0
1.266989801811655,-1.5661069258891576,female,-0.08613809053381893,0.8102200324595066,0.0,2.0316232164746784,C,0,0
1.266989801811655,0.8273772438659699,female,-0.08613809053381893,-0.6025119615158758,0.0,-0.7961266098800885,Q,0,1
-0.7892723355548015,-0.3693648410115938,male,2.1102436855345026,-0.6025119615158758,0.0,-0.661784506956406,S,1,2
-0.7892723355548015,-1.5661069258891576,male,-0.08613809053381893,0.8102200324595066,0.0,2.0316232164746784,C,1,0
-0.7892723355548015,-1.5661069258891576,male,1.074214545879634,0.8102200324595066,0.0,1.3655599553464393,S,1,2
1.266989801811655,0.8273772438659699,male,-0.08613809053381893,-0.6025119615158758,0.0,-0.8215685615901446,C,1,0
-0.7892723355548015,0.8273772438659699,male,-0.6663144087405454,-0.6025119615158758,0.0,-0.7814711077429595,S,1,2
-0.7892723355548015,0.8273772438659699,female,-0.9149614022577138,2.222952026434889,0.0,-0.29539695352818096,S,0,2
1.266989801811655,0.8273772438659699,female,-1.2464907269472718,0.8102200324595066,0.0,-0.6255512205060441,C,0,0
-0.7892723355548015,0.8273772438659699,female,0.908449883534855,0.8102200324595066,0.0,-0.7118574725915968,S,0,2
-0.7892723355548015,-0.3693648410115938,female,-0.16902042170620843,0.8102200324595066,0.0,-0.14884193215689093,S,0,2
-0.7892723355548015,0.8273772438659699,male,-0.08613809053381893,-0.6025119615158758,0.0,-0.7890040358414437,C,1,0
1.266989801811655,-0.3693648410115938,female,-2.1581963698435565,0.8102200324595066,0.0,0.8564864331111263,C,0,0
1.266989801811655,0.8273772438659699,female,-0.8320790710853244,-0.6025119615158758,0.0,-0.789814973626365,Q,0,1
-0.7892723355548015,0.8273772438659699,male,-0.08613809053381893,-0.6025119615158758,0.0,-0.7814711077429595,S,1,2
-0.7892723355548015,0.8273772438659699,male,-0.08613809053381893,0.8102200324595066,0.0,-0.417526138004256,Q,1,1
1.266989801811655,0.8273772438659699,female,-0.08613809053381893,-0.6025119615158758,0.0,-0.7961266098800885,Q,0,1
-0.7892723355548015,0.8273772438659699,male,-0.08613809053381893,2.222952026434889,0.0,-0.1156618753184308,C,1,0
-0.7892723355548015,0.8273772438659699,female,-0.9149614022577138,0.8102200324595066,0.0,-0.30516728828626694,S,0,2
